ID,Income
TEST_0000,19.658687496038056
TEST_0001,93.65438319387971
TEST_0002,460.5713732612172
TEST_0003,697.0267391529662
TEST_0004,2.094453704338207
TEST_0005,830.1866318295204
TEST_0006,437.4398509958417
TEST_0007,2.094453704338207
TEST_0008,12.728704195174714
TEST_0009,989.7287578389294
TEST_0010,730.6992505494012
TEST_0011,655.8648936410681
TEST_0012,618.0281961756102
TEST_0013,739.27744808396
TEST_0014,0.5778542959257038
TEST_0015,910.0824649575314
TEST_0016,771.9600563350534
TEST_0017,816.3917006696604
TEST_0018,697.0267391529662
TEST_0019,910.0824649575314
TEST_0020,910.0824649575314
TEST_0021,989.7287578389294
TEST_0022,0.5778542959257038
TEST_0023,655.8648936410681
TEST_0024,0.5778542959257038
TEST_0025,730.6992505494012
TEST_0026,816.0400932093272
TEST_0027,710.7794815728265
TEST_0028,-6.539009147746015
TEST_0029,639.9075770865352
TEST_0030,0.5778542959257038
TEST_0031,745.33570340807
TEST_0032,617.2229086312857
TEST_0033,-6.539009147746015
TEST_0034,860.4326746475094
TEST_0035,-6.539009147746015
TEST_0036,2.094453704338207
TEST_0037,688.447961696864
TEST_0038,760.9416652111883
TEST_0039,2.094453704338207
TEST_0040,532.9923544584719
TEST_0041,860.4326746475094
TEST_0042,698.1044149455263
TEST_0043,957.6384617022591
TEST_0044,478.89149042829405
TEST_0045,989.7287578389294
TEST_0046,897.3149775984491
TEST_0047,759.4564932062767
TEST_0048,557.8049207025655
TEST_0049,0.5778542959257038
TEST_0050,-14.30729788517317
TEST_0051,421.0125085064035
TEST_0052,487.0858437499422
TEST_0053,928.7502825815764
TEST_0054,617.2229086312857
TEST_0055,676.5723205101582
TEST_0056,989.7287578389294
TEST_0057,0.5778542959257038
TEST_0058,676.5723205101582
TEST_0059,760.9416652111883
TEST_0060,700.72337310313
TEST_0061,697.0267391529662
TEST_0062,594.7255641897834
TEST_0063,765.4858618769224
TEST_0064,617.3693797011772
TEST_0065,410.7888613624658
TEST_0066,0.5778542959257038
TEST_0067,715.6187087913625
TEST_0068,765.4858618769224
TEST_0069,994.709179235964
TEST_0070,19.658687496038056
TEST_0071,700.72337310313
TEST_0072,927.9474553492246
TEST_0073,860.4326746475094
TEST_0074,400.60824023665754
TEST_0075,157.3152946071761
TEST_0076,762.7669358206493
TEST_0077,700.72337310313
TEST_0078,19.658687496038056
TEST_0079,910.0824649575314
TEST_0080,2.094453704338207
TEST_0081,927.9474553492246
TEST_0082,-28.27162458206226
TEST_0083,35.64739752796345
TEST_0084,715.8880759823055
TEST_0085,994.709179235964
TEST_0086,742.8613781366165
TEST_0087,429.1366626963312
TEST_0088,761.5079445355302
TEST_0089,2.094453704338207
TEST_0090,826.4535340993334
TEST_0091,0.5778542959257038
TEST_0092,489.78294651113674
TEST_0093,130.22826107673308
TEST_0094,957.6384617022591
TEST_0095,442.8262157150379
TEST_0096,676.5723205101582
TEST_0097,715.6187087913625
TEST_0098,816.3917006696604
TEST_0099,927.9474553492246
TEST_0100,117.71216514069926
TEST_0101,437.4398509958417
TEST_0102,928.7502825815764
TEST_0103,-8.987022561565027
TEST_0104,676.5723205101582
TEST_0105,5.1511591076834975
TEST_0106,927.9474553492246
TEST_0107,525.5276619509306
TEST_0108,759.4564932062767
TEST_0109,568.7813835484604
TEST_0110,2.971705537330081
TEST_0111,830.1866318295204
TEST_0112,0.5778542959257038
TEST_0113,771.9600563350534
TEST_0114,669.9590666749444
TEST_0115,2.094453704338207
TEST_0116,684.441553796077
TEST_0117,414.5123791729514
TEST_0118,688.447961696864
TEST_0119,862.6571570260205
TEST_0120,927.9474553492246
TEST_0121,991.3268659476953
TEST_0122,928.7502825815764
TEST_0123,525.5276619509306
TEST_0124,2.094453704338207
TEST_0125,860.4326746475094
TEST_0126,44.79853267565505
TEST_0127,927.9474553492246
TEST_0128,443.417374733194
TEST_0129,910.0824649575314
TEST_0130,655.8648936410681
TEST_0131,991.3268659476953
TEST_0132,408.4628387380674
TEST_0133,816.3917006696604
TEST_0134,766.76100161497
TEST_0135,771.9600563350534
TEST_0136,560.0899753011005
TEST_0137,910.0824649575314
TEST_0138,-9.896468598585216
TEST_0139,745.33570340807
TEST_0140,655.8648936410681
TEST_0141,927.9474553492246
TEST_0142,771.9600563350534
TEST_0143,-28.27162458206226
TEST_0144,994.709179235964
TEST_0145,766.76100161497
TEST_0146,121.08424304226912
TEST_0147,994.709179235964
TEST_0148,928.7502825815764
TEST_0149,57.61449857982234
TEST_0150,826.27542893865
TEST_0151,688.447961696864
TEST_0152,619.8537915470234
TEST_0153,762.7669358206493
TEST_0154,698.1044149455263
TEST_0155,745.33570340807
TEST_0156,762.7669358206493
TEST_0157,2.971705537330081
TEST_0158,759.4564932062767
TEST_0159,-6.539009147746015
TEST_0160,618.0281961756102
TEST_0161,994.709179235964
TEST_0162,55.88991379195005
TEST_0163,594.7255641897834
TEST_0164,19.658687496038056
TEST_0165,557.8049207025655
TEST_0166,636.1990235895411
TEST_0167,606.9584801218474
TEST_0168,2.094453704338207
TEST_0169,698.1044149455263
TEST_0170,495.87094253846345
TEST_0171,994.709179235964
TEST_0172,637.7554658305964
TEST_0173,617.3693797011772
TEST_0174,130.22826107673308
TEST_0175,698.1044149455263
TEST_0176,636.1990235895411
TEST_0177,97.23987805526082
TEST_0178,0.5778542959257038
TEST_0179,745.33570340807
TEST_0180,766.76100161497
TEST_0181,619.8537915470234
TEST_0182,715.8880759823055
TEST_0183,762.7669358206493
TEST_0184,669.9590666749444
TEST_0185,676.5723205101582
TEST_0186,928.7502825815764
TEST_0187,0.5778542959257038
TEST_0188,617.2229086312857
TEST_0189,618.0281961756102
TEST_0190,816.3917006696604
TEST_0191,840.7118843730154
TEST_0192,688.447961696864
TEST_0193,745.33570340807
TEST_0194,639.9075770865352
TEST_0195,381.32676449023995
TEST_0196,0.5778542959257038
TEST_0197,700.72337310313
TEST_0198,487.0858437499422
TEST_0199,10.924979431392785
TEST_0200,2.094453704338207
TEST_0201,525.5276619509306
TEST_0202,2.094453704338207
TEST_0203,989.7287578389294
TEST_0204,181.01016741356534
TEST_0205,157.3152946071761
TEST_0206,623.7278818885061
TEST_0207,-4.9910270188275945
TEST_0208,652.3953878385473
TEST_0209,0.5778542959257038
TEST_0210,761.5079445355302
TEST_0211,715.8880759823055
TEST_0212,2.094453704338207
TEST_0213,655.8648936410681
TEST_0214,734.997691665771
TEST_0215,730.6992505494012
TEST_0216,826.4535340993334
TEST_0217,710.0610633540466
TEST_0218,97.23987805526082
TEST_0219,618.0281961756102
TEST_0220,617.2229086312857
TEST_0221,862.6571570260205
TEST_0222,759.4564932062767
TEST_0223,766.76100161497
TEST_0224,760.9416652111883
TEST_0225,456.0379832162971
TEST_0226,568.7813835484604
TEST_0227,927.9474553492246
TEST_0228,637.7554658305964
TEST_0229,897.3149775984491
TEST_0230,816.3917006696604
TEST_0231,-8.987022561565027
TEST_0232,957.6384617022591
TEST_0233,437.4398509958417
TEST_0234,10.924979431392785
TEST_0235,816.3917006696604
TEST_0236,617.3693797011772
TEST_0237,651.2080115675845
TEST_0238,405.6442527660897
TEST_0239,2.094453704338207
TEST_0240,814.5996233960103
TEST_0241,994.709179235964
TEST_0242,715.8880759823055
TEST_0243,742.8613781366165
TEST_0244,2.094453704338207
TEST_0245,994.709179235964
TEST_0246,525.146207444839
TEST_0247,10.214709114729544
TEST_0248,2.094453704338207
TEST_0249,698.1044149455263
TEST_0250,853.5730427270933
TEST_0251,910.0824649575314
TEST_0252,0.5778542959257038
TEST_0253,-32.961144279944506
TEST_0254,651.1424801888592
TEST_0255,739.27744808396
TEST_0256,989.7287578389294
TEST_0257,745.33570340807
TEST_0258,762.7669358206493
TEST_0259,557.8049207025655
TEST_0260,860.4326746475094
TEST_0261,698.1044149455263
TEST_0262,860.4326746475094
TEST_0263,698.1044149455263
TEST_0264,989.7287578389294
TEST_0265,897.3149775984491
TEST_0266,862.6571570260205
TEST_0267,994.709179235964
TEST_0268,655.8648936410681
TEST_0269,700.72337310313
TEST_0270,928.7502825815764
TEST_0271,739.27744808396
TEST_0272,700.72337310313
TEST_0273,760.9416652111883
TEST_0274,927.9474553492246
TEST_0275,910.0824649575314
TEST_0276,766.76100161497
TEST_0277,873.3501929194638
TEST_0278,745.33570340807
TEST_0279,625.4499842263128
TEST_0280,365.96245251151095
TEST_0281,897.3149775984491
TEST_0282,745.33570340807
TEST_0283,715.8880759823055
TEST_0284,927.9474553492246
TEST_0285,816.3917006696604
TEST_0286,19.658687496038056
TEST_0287,103.33027882441826
TEST_0288,525.5276619509306
TEST_0289,642.7671398198518
TEST_0290,994.709179235964
TEST_0291,710.7794815728265
TEST_0292,617.2229086312857
TEST_0293,684.441553796077
TEST_0294,766.76100161497
TEST_0295,655.8648936410681
TEST_0296,759.4564932062767
TEST_0297,910.0824649575314
TEST_0298,-4.9910270188275945
TEST_0299,514.2831089363112
TEST_0300,-3.8934485933317546
TEST_0301,5.1511591076834975
TEST_0302,371.61361520094
TEST_0303,639.9075770865352
TEST_0304,121.08424304226912
TEST_0305,-4.9910270188275945
TEST_0306,957.6384617022591
TEST_0307,853.5730427270933
TEST_0308,910.0824649575314
TEST_0309,688.447961696864
TEST_0310,461.5235369073859
TEST_0311,557.8049207025655
TEST_0312,637.7554658305964
TEST_0313,615.7623743276982
TEST_0314,371.61361520094
TEST_0315,816.3917006696604
TEST_0316,698.1044149455263
TEST_0317,760.9416652111883
TEST_0318,0.5778542959257038
TEST_0319,745.33570340807
TEST_0320,115.66914756333671
TEST_0321,0.5778542959257038
TEST_0322,2.094453704338207
TEST_0323,-16.737405358842466
TEST_0324,655.8648936410681
TEST_0325,698.1044149455263
TEST_0326,44.79853267565505
TEST_0327,0.5778542959257038
TEST_0328,853.5730427270933
TEST_0329,688.447961696864
TEST_0330,429.1366626963312
TEST_0331,994.709179235964
TEST_0332,425.889828250493
TEST_0333,989.7287578389294
TEST_0334,927.9474553492246
TEST_0335,676.5723205101582
TEST_0336,442.8262157150379
TEST_0337,669.9590666749444
TEST_0338,514.2831089363112
TEST_0339,927.9474553492246
TEST_0340,0.5778542959257038
TEST_0341,816.3917006696604
TEST_0342,862.6571570260205
TEST_0343,-4.9910270188275945
TEST_0344,104.13743378387949
TEST_0345,0.5778542959257038
TEST_0346,700.72337310313
TEST_0347,594.7255641897834
TEST_0348,-3.8934485933317546
TEST_0349,759.4564932062767
TEST_0350,639.9075770865352
TEST_0351,0.5778542959257038
TEST_0352,35.64739752796345
TEST_0353,761.5079445355302
TEST_0354,-4.9910270188275945
TEST_0355,-8.987022561565027
TEST_0356,117.71216514069926
TEST_0357,0.5778542959257038
TEST_0358,0.5778542959257038
TEST_0359,-4.9910270188275945
TEST_0360,606.9584801218474
TEST_0361,766.76100161497
TEST_0362,715.8880759823055
TEST_0363,12.728704195174714
TEST_0364,-3.8934485933317546
TEST_0365,765.4858618769224
TEST_0366,0.5778542959257038
TEST_0367,143.45021853947594
TEST_0368,371.61361520094
TEST_0369,676.5723205101582
TEST_0370,751.2504330539666
TEST_0371,642.7671398198518
TEST_0372,734.997691665771
TEST_0373,35.64739752796345
TEST_0374,552.7166316392431
TEST_0375,700.72337310313
TEST_0376,991.3268659476953
TEST_0377,760.9416652111883
TEST_0378,2.094453704338207
TEST_0379,478.87180279362775
TEST_0380,994.709179235964
TEST_0381,927.9474553492246
TEST_0382,819.9860368773412
TEST_0383,761.5079445355302
TEST_0384,489.78294651113674
TEST_0385,0.5778542959257038
TEST_0386,2.094453704338207
TEST_0387,710.7794815728265
TEST_0388,121.08424304226912
TEST_0389,478.8143335501316
TEST_0390,759.4564932062767
TEST_0391,625.4499842263128
TEST_0392,910.0824649575314
TEST_0393,826.27542893865
TEST_0394,759.4564932062767
TEST_0395,994.709179235964
TEST_0396,989.7287578389294
TEST_0397,552.7166316392431
TEST_0398,495.87094253846345
TEST_0399,571.9581069765999
TEST_0400,568.7813835484604
TEST_0401,2.094453704338207
TEST_0402,655.8648936410681
TEST_0403,-8.987022561565027
TEST_0404,765.4858618769224
TEST_0405,745.33570340807
TEST_0406,524.6932178233153
TEST_0407,760.9416652111883
TEST_0408,669.9590666749444
TEST_0409,2.094453704338207
TEST_0410,408.4628387380674
TEST_0411,337.21313791602023
TEST_0412,89.2281382152687
TEST_0413,211.39476251464112
TEST_0414,0.5778542959257038
TEST_0415,2.094453704338207
TEST_0416,109.51452362528568
TEST_0417,619.8537915470234
TEST_0418,594.7255641897834
TEST_0419,655.8648936410681
TEST_0420,910.0824649575314
TEST_0421,13.31347898996728
TEST_0422,700.72337310313
TEST_0423,97.23987805526082
TEST_0424,860.4326746475094
TEST_0425,994.709179235964
TEST_0426,128.37755719782325
TEST_0427,405.6442527660897
TEST_0428,927.9474553492246
TEST_0429,617.2229086312857
TEST_0430,2.094453704338207
TEST_0431,910.0824649575314
TEST_0432,928.7502825815764
TEST_0433,715.8880759823055
TEST_0434,989.7287578389294
TEST_0435,2.094453704338207
TEST_0436,751.2504330539666
TEST_0437,8.321202821423299
TEST_0438,826.4535340993334
TEST_0439,910.0824649575314
TEST_0440,853.5730427270933
TEST_0441,674.7604604462032
TEST_0442,716.9291047099068
TEST_0443,557.8049207025655
TEST_0444,2.094453704338207
TEST_0445,405.6442527660897
TEST_0446,370.61729223758505
TEST_0447,759.4564932062767
TEST_0448,-14.30729788517317
TEST_0449,642.7671398198518
TEST_0450,860.4326746475094
TEST_0451,410.7888613624658
TEST_0452,2.094453704338207
TEST_0453,816.3917006696604
TEST_0454,688.447961696864
TEST_0455,910.0824649575314
TEST_0456,2.094453704338207
TEST_0457,897.3149775984491
TEST_0458,873.3501929194638
TEST_0459,751.2504330539666
TEST_0460,762.7669358206493
TEST_0461,910.0824649575314
TEST_0462,715.8880759823055
TEST_0463,437.4398509958417
TEST_0464,860.4326746475094
TEST_0465,19.658687496038056
TEST_0466,381.32676449023995
TEST_0467,642.7671398198518
TEST_0468,910.0824649575314
TEST_0469,186.2107417427435
TEST_0470,2.094453704338207
TEST_0471,910.0824649575314
TEST_0472,760.9416652111883
TEST_0473,2.094453704338207
TEST_0474,187.0461304275973
TEST_0475,927.9474553492246
TEST_0476,618.0281961756102
TEST_0477,-18.176718668530498
TEST_0478,910.0824649575314
TEST_0479,655.8648936410681
TEST_0480,715.8880759823055
TEST_0481,24.267093293480002
TEST_0482,2.094453704338207
TEST_0483,-4.9910270188275945
TEST_0484,700.72337310313
TEST_0485,816.3917006696604
TEST_0486,766.76100161497
TEST_0487,443.417374733194
TEST_0488,853.5730427270933
TEST_0489,910.0824649575314
TEST_0490,308.8807965459617
TEST_0491,698.1044149455263
TEST_0492,762.7669358206493
TEST_0493,816.3917006696604
TEST_0494,655.8648936410681
TEST_0495,910.0824649575314
TEST_0496,910.0824649575314
TEST_0497,700.72337310313
TEST_0498,557.8049207025655
TEST_0499,-9.896468598585216
TEST_0500,37.425529758823245
TEST_0501,371.61361520094
TEST_0502,-4.9910270188275945
TEST_0503,-32.961144279944506
TEST_0504,2.094453704338207
TEST_0505,700.72337310313
TEST_0506,461.5235369073859
TEST_0507,669.9590666749444
TEST_0508,698.1044149455263
TEST_0509,617.2229086312857
TEST_0510,143.45021853947594
TEST_0511,495.87094253846345
TEST_0512,688.447961696864
TEST_0513,762.7669358206493
TEST_0514,13.31347898996728
TEST_0515,117.71216514069926
TEST_0516,525.5276619509306
TEST_0517,910.0824649575314
TEST_0518,766.76100161497
TEST_0519,766.76100161497
TEST_0520,157.3152946071761
TEST_0521,651.2080115675845
TEST_0522,-8.987022561565027
TEST_0523,433.2295054486005
TEST_0524,739.27744808396
TEST_0525,642.7671398198518
TEST_0526,637.7554658305964
