Timestamp,RealValue
 2024-01-05 06:00:00,7.211
 2024-01-05 06:00:31,7.204
 2024-01-05 06:01:09,7.211
 2024-01-05 06:01:17,7.204
 2024-01-05 06:01:25,7.211
 2024-01-05 06:01:33,7.204
 2024-01-05 06:01:48,7.211
 2024-01-05 06:02:11,7.204
 2024-01-05 06:02:27,7.211
 2024-01-05 06:02:34,7.204
 2024-01-05 06:02:50,7.196
 2024-01-05 06:03:05,7.188
 2024-01-05 06:03:13,7.196
 2024-01-05 06:03:51,7.204
 2024-01-05 06:04:45,7.196
 2024-01-05 06:04:53,7.204
 2024-01-05 06:05:01,7.211
 2024-01-05 06:05:08,7.204
 2024-01-05 06:05:16,7.196
 2024-01-05 06:05:39,7.204
 2024-01-05 06:05:55,7.211
 2024-01-05 06:06:03,7.204
 2024-01-05 06:06:18,7.211
 2024-01-05 06:06:34,7.204
 2024-01-05 06:06:49,7.211
 2024-01-05 06:07:05,7.204
 2024-01-05 06:07:13,7.211
 2024-01-05 06:07:28,7.219
 2024-01-05 06:07:51,7.211
 2024-01-05 06:07:58,7.219
 2024-01-05 06:08:21,7.211
 2024-01-05 06:08:37,7.219
 2024-01-05 06:08:46,7.211
 2024-01-05 06:08:52,7.219
 2024-01-05 06:09:24,7.211
 2024-01-05 06:09:54,7.219
 2024-01-05 06:10:02,7.211
 2024-01-05 06:10:25,7.219
 2024-01-05 06:10:32,7.211
 2024-01-05 06:10:48,7.219
 2024-01-05 06:10:56,7.211
 2024-01-05 06:11:03,7.219
 2024-01-05 06:11:11,7.211
 2024-01-05 06:11:19,7.219
 2024-01-05 06:11:42,7.227
 2024-01-05 06:11:50,7.219
 2024-01-05 06:11:57,7.227
 2024-01-05 06:12:05,7.219
 2024-01-05 06:12:28,7.211
 2024-01-05 06:12:36,7.219
 2024-01-05 06:14:31,7.227
 2024-01-05 06:15:25,7.219
 2024-01-05 06:16:04,7.227
 2024-01-05 06:16:12,7.219
 2024-01-05 06:16:19,7.227
 2024-01-05 06:16:35,7.234
 2024-01-05 06:16:43,7.227
 2024-01-05 06:16:50,7.219
 2024-01-05 06:17:06,7.227
 2024-01-05 06:17:21,7.234
 2024-01-05 06:18:08,7.242
 2024-01-05 06:18:16,7.234
 2024-01-05 06:18:39,7.242
 2024-01-05 06:19:32,7.234
 2024-01-05 06:20:11,7.242
 2024-01-05 06:20:49,7.234
 2024-01-05 06:21:05,7.242
 2024-01-05 06:21:28,7.234
 2024-01-05 06:21:36,7.242
 2024-01-05 06:21:42,7.234
 2024-01-05 06:21:50,7.242
 2024-01-05 06:22:07,7.249
 2024-01-05 06:22:13,7.242
 2024-01-05 06:23:47,7.234
 2024-01-05 06:24:10,7.242
 2024-01-05 06:25:28,7.249
 2024-01-05 06:25:36,7.257
 2024-01-05 06:25:43,7.249
 2024-01-05 06:26:45,7.242
 2024-01-05 06:27:15,7.249
 2024-01-05 06:27:30,7.242
 2024-01-05 06:27:38,7.249
 2024-01-05 06:27:46,7.242
 2024-01-05 06:28:01,7.234
 2024-01-05 06:28:09,7.242
 2024-01-05 06:28:24,7.234
 2024-01-05 06:28:32,7.242
 2024-01-05 06:28:40,7.234
 2024-01-05 06:28:48,7.242
 2024-01-05 06:30:05,7.234
 2024-01-05 06:30:12,7.242
 2024-01-05 06:30:20,7.257
 2024-01-05 06:30:35,7.265
 2024-01-05 06:30:43,7.257
 2024-01-05 06:31:37,7.249
 2024-01-05 06:32:09,7.242
 2024-01-05 06:32:17,7.249
 2024-01-05 06:33:03,7.257
 2024-01-05 06:33:11,7.249
 2024-01-05 06:33:18,7.257
 2024-01-05 06:33:34,7.249
 2024-01-05 06:33:49,7.242
 2024-01-05 06:34:19,7.234
 2024-01-05 06:34:27,7.227
 2024-01-05 06:34:35,7.234
 2024-01-05 06:34:42,7.227
 2024-01-05 06:35:36,7.219
 2024-01-05 06:35:44,7.227
 2024-01-05 06:36:15,7.234
 2024-01-05 06:36:23,7.242
 2024-01-05 06:37:25,7.249
 2024-01-05 06:37:33,7.242
 2024-01-05 06:37:48,7.249
 2024-01-05 06:37:56,7.242
 2024-01-05 06:38:11,7.249
 2024-01-05 06:38:27,7.257
 2024-01-05 06:39:12,7.265
 2024-01-05 06:39:58,7.272
 2024-01-05 06:40:37,7.28
 2024-01-05 06:40:52,7.272
 2024-01-05 06:41:09,7.288
 2024-01-05 06:41:24,7.295
 2024-01-05 06:41:31,7.303
 2024-01-05 06:42:02,7.31
 2024-01-05 06:42:48,7.318
 2024-01-05 06:43:28,7.326
 2024-01-05 06:43:59,7.333
 2024-01-05 06:44:37,7.341
 2024-01-05 06:44:52,7.349
 2024-01-05 06:45:08,7.372
 2024-01-05 06:45:16,7.379
 2024-01-05 06:45:23,7.394
 2024-01-05 06:45:30,7.402
 2024-01-05 06:45:38,7.41
 2024-01-05 06:46:01,7.417
 2024-01-05 06:46:09,7.425
 2024-01-05 06:46:24,7.433
 2024-01-05 06:46:32,7.44
 2024-01-05 06:46:40,7.448
 2024-01-05 06:46:47,7.455
 2024-01-05 06:46:55,7.471
 2024-01-05 06:47:10,7.486
 2024-01-05 06:47:26,7.501
 2024-01-05 06:47:33,7.509
 2024-01-05 06:47:41,7.516
 2024-01-05 06:47:49,7.524
 2024-01-05 06:48:04,7.532
 2024-01-05 06:48:12,7.539
 2024-01-05 06:48:20,7.555
 2024-01-05 06:48:27,7.562
 2024-01-05 06:48:58,7.57
 2024-01-05 06:49:06,7.585
 2024-01-05 06:49:14,7.578
 2024-01-05 06:49:21,7.585
 2024-01-05 06:49:45,7.593
 2024-01-05 06:49:52,7.6
 2024-01-05 06:50:00,7.608
 2024-01-05 06:50:39,7.616
 2024-01-05 06:50:46,7.623
 2024-01-05 06:51:02,7.631
 2024-01-05 06:51:09,7.639
 2024-01-05 06:51:26,7.646
 2024-01-05 06:51:41,7.639
 2024-01-05 06:52:12,7.646
 2024-01-05 06:52:19,7.654
 2024-01-05 06:52:42,7.661
 2024-01-05 06:52:57,7.669
 2024-01-05 06:53:20,7.661
 2024-01-05 06:53:44,7.669
 2024-01-05 06:54:08,7.677
 2024-01-05 06:54:23,7.669
 2024-01-05 06:54:30,7.677
 2024-01-05 06:54:46,7.684
 2024-01-05 06:55:32,7.677
 2024-01-05 06:55:47,7.684
 2024-01-05 06:55:55,7.677
 2024-01-05 06:56:10,7.684
 2024-01-05 06:56:19,7.677
 2024-01-05 06:56:42,7.684
 2024-01-05 06:57:59,7.692
 2024-01-05 06:58:15,7.677
 2024-01-05 06:58:21,7.684
 2024-01-05 06:58:29,7.692
 2024-01-05 06:58:37,7.684
 2024-01-05 06:59:08,7.677
 2024-01-05 06:59:15,7.684
 2024-01-05 06:59:23,7.677
 2024-01-05 06:59:46,7.669
 2024-01-05 06:59:54,7.661
 2024-01-05 07:00:02,7.669
 2024-01-05 07:00:32,7.661
 2024-01-05 07:00:48,7.669
 2024-01-05 07:01:20,7.661
 2024-01-05 07:02:43,7.654
 2024-01-05 07:02:51,7.661
 2024-01-05 07:02:59,7.654
 2024-01-05 07:03:07,7.661
 2024-01-05 07:03:14,7.654
 2024-01-05 07:03:53,7.661
 2024-01-05 07:04:24,7.654
 2024-01-05 07:05:25,7.661
 2024-01-05 07:05:42,7.654
 2024-01-05 07:06:28,7.646
 2024-01-05 07:07:07,7.654
 2024-01-05 07:07:21,7.661
 2024-01-05 07:08:07,7.669
 2024-01-05 07:08:15,7.661
 2024-01-05 07:08:23,7.669
 2024-01-05 07:08:46,7.684
 2024-01-05 07:09:09,7.692
 2024-01-05 07:09:17,7.684
 2024-01-05 07:09:25,7.692
 2024-01-05 07:10:49,7.7
 2024-01-05 07:11:20,7.707
 2024-01-05 07:11:36,7.715
 2024-01-05 07:12:53,7.722
 2024-01-05 07:13:39,7.738
 2024-01-05 07:13:54,7.745
 2024-01-05 07:14:42,7.753
 2024-01-05 07:14:57,7.745
 2024-01-05 07:15:13,7.753
 2024-01-05 07:15:20,7.745
 2024-01-05 07:15:28,7.753
 2024-01-05 07:16:07,7.761
 2024-01-05 07:16:22,7.768
 2024-01-05 07:17:23,7.776
 2024-01-05 07:18:25,7.784
 2024-01-05 07:18:40,7.776
 2024-01-05 07:18:48,7.784
 2024-01-05 07:19:18,7.791
 2024-01-05 07:19:42,7.799
 2024-01-05 07:20:21,7.806
 2024-01-05 07:20:44,7.814
 2024-01-05 07:21:07,7.822
 2024-01-05 07:22:08,7.829
 2024-01-05 07:22:31,7.837
 2024-01-05 07:22:54,7.845
 2024-01-05 07:23:11,7.852
 2024-01-05 07:23:18,7.86
 2024-01-05 07:23:33,7.867
 2024-01-05 07:24:11,7.875
 2024-01-05 07:25:21,7.89
 2024-01-05 07:25:29,7.898
 2024-01-05 07:26:08,7.906
 2024-01-05 07:26:31,7.913
 2024-01-05 07:26:39,7.921
 2024-01-05 07:26:54,7.928
 2024-01-05 07:27:55,7.936
 2024-01-05 07:28:03,7.928
 2024-01-05 07:28:10,7.936
 2024-01-05 07:28:18,7.944
 2024-01-05 07:28:26,7.951
 2024-01-05 07:28:49,7.959
 2024-01-05 07:29:04,7.967
 2024-01-05 07:29:12,7.959
 2024-01-05 07:29:20,7.951
 2024-01-05 07:29:35,7.959
 2024-01-05 07:29:43,7.967
 2024-01-05 07:29:58,7.974
 2024-01-05 07:30:22,7.982
 2024-01-05 07:30:29,7.99
 2024-01-05 07:30:45,7.997
 2024-01-05 07:31:08,8.005
 2024-01-05 07:31:39,8.012
 2024-01-05 07:31:46,8.02
 2024-01-05 07:31:54,8.028
 2024-01-05 07:32:17,8.02
